Data_key,Game_number,Engine_Depth,Game_date,Game_type,White_player,Black_player,White_rating,Black_rating,My_colour,My_rating,Winner,User_winner,number_of_moves,White_accuracy,White_opening_accuracy,White_middle_accuracy,White_end_accuracy,No_best_white,No_great_white,No_good_white,No_ok_white,No_inaccuracy_white,No_mistake_white,No_blunder_white,Improvement_white,Black_accuracy,Black_opening_accuracy,Black_middle_accuracy,Black_end_accuracy,No_best_black,No_great_black,No_good_black,No_ok_black,No_inaccuracy_black,No_mistake_black,No_blunder_black,Improvement_black,User_accuracy,User_opening_accuracy,User_middle_accuracy,User_end_accuracy,No_best_user,No_great_user,No_good_user,No_ok_user,No_inaccuracy_user,No_mistake_user,No_blunder_user,Improvement_user
"1949, 2021.03.12, 10",1949,10,2021.03.12,180,Ainceer,maklauk,1114,1067,White,1114,White,1,34.5,80.5,76.49,83.55,81.53,18,4,4,1,3,1,4,0,74.65,67.32,83.59,73.71,9,11,2,4,0,3,5,0,80.5,76.49,83.55,81.53,18,4,4,1,3,1,4,0
"1950, 2021.03.12, 10",1950,10,2021.03.12,180,Ainceer,marcusburkhart,1122,1095,White,1122,White,1,41.5,74.2,86.52,56.33,79.75,18,9,1,3,2,0,9,1,62.82,74.05,58.78,55.09,8,9,3,7,2,1,11,2,74.2,86.52,56.33,79.75,18,9,1,3,2,0,9,1
"1951, 2021.03.12, 10",1951,10,2021.03.12,180,Ainceer,alfonsomonroyiv,1114,1110,White,1114,Black,0,14,78.45,99.43,79.6,50.78,8,2,0,1,0,0,3,2,83.3,90.04,72.03,88.95,6,3,1,1,1,2,0,1,78.45,99.43,79.6,50.78,8,2,0,1,0,0,3,2
"1952, 2021.03.12, 10",1952,10,2021.03.12,180,rokq91,Ainceer,1096,1122,Black,1122,Black,1,10,65.14,88.49,67.95,31.21,0,3,1,3,1,0,2,2,86.34,98.86,90.47,65.5,4,4,0,1,0,0,1,2,86.34,98.86,90.47,65.5,4,4,0,1,0,0,2,2
"1953, 2021.03.13, 10",1953,10,2021.03.13,180,Ainceer,Ajay_Kumar_R,1123,1158,White,1123,Draw,0,62,77.5,86.35,62.5,83.96,24,18,3,4,0,3,10,1,70.65,81.12,59.56,71.3,22,14,2,7,1,4,12,1,77.5,86.35,62.5,83.96,24,18,3,4,0,3,10,1
"1954, 2021.03.13, 10",1954,10,2021.03.13,180,Ainceer,Herpoohjaja,1130,1068,White,1130,White,1,47.5,75.05,84.61,59.15,81.41,16,16,0,3,4,1,8,1,64.68,84.14,47.77,61.98,13,12,3,3,0,3,13,1,75.05,84.61,59.15,81.41,16,16,0,3,4,1,8,1
"1955, 2021.03.13, 10",1955,10,2021.03.13,180,NestoDo,Ainceer,1100,1121,Black,1121,White,0,19.5,85.83,98.37,86.95,69.9,7,8,1,1,1,1,1,2,90.65,99.08,97.3,74.18,9,7,1,1,0,0,1,2,90.65,99.08,97.3,74.18,9,7,1,1,0,0,1,2
"1956, 2021.03.13, 10",1956,10,2021.03.13,180,oxta,Ainceer,1091,1128,Black,1128,Black,1,62,67.72,80.11,62.97,59.71,19,13,3,4,6,3,14,2,74.27,79.14,73.41,70.05,29,10,3,2,4,2,12,2,74.27,79.14,73.41,70.05,29,10,3,2,4,2,14,2
"1957, 2021.03.13, 10",1957,10,2021.03.13,180,Ainceer,HowDolCastle,1135,1071,White,1135,White,1,25.5,87.61,96.15,73.62,93.74,14,6,3,0,1,0,2,1,86.87,92.63,87.5,79.77,13,6,1,2,1,0,2,2,87.61,96.15,73.62,93.74,14,6,3,0,1,0,2,1
"1958, 2021.03.13, 10",1958,10,2021.03.13,180,Zak_Ora,Ainceer,1058,1125,Black,1125,White,0,30.5,76.63,80.91,76.09,72.46,12,6,3,3,1,1,5,2,76.31,82.09,81.96,64.89,8,9,1,4,4,1,3,2,76.31,82.09,81.96,64.89,8,9,1,4,4,1,5,2
"1959, 2021.03.13, 10",1959,10,2021.03.13,180,macondocienanos,Ainceer,1105,1116,Black,1116,White,0,60.5,72.85,72.88,67.77,77.89,23,16,1,2,3,3,13,1,75.89,67.52,82.36,77.79,26,8,8,5,1,1,11,0,75.89,67.52,82.36,77.79,26,8,8,5,1,1,13,0
"1960, 2021.03.13, 10",1960,10,2021.03.13,180,Ainceer,meterolli,1107,1084,White,1107,Black,0,23,73.43,91.57,79.2,46.12,6,7,1,3,1,1,4,2,80.32,80.42,77.32,83.63,8,6,1,3,3,1,1,1,73.43,91.57,79.2,46.12,6,7,1,3,1,1,4,2
"1961, 2021.03.13, 10",1961,10,2021.03.13,180,dmi3127,Ainceer,1116,1115,Black,1115,Black,1,49,73.18,93.54,65.41,59.32,16,13,2,4,4,0,10,2,78.45,89.61,66.36,78.68,21,13,1,5,1,0,8,1,78.45,89.61,66.36,78.68,21,13,1,5,1,0,10,1
"1962, 2021.03.13, 10",1962,10,2021.03.13,180,Ainceer,Max1133,1107,1146,White,1107,Black,0,21,78.4,97.38,95.97,41.84,9,5,3,0,0,0,4,2,80.43,90.17,94.97,56.16,8,6,0,4,0,1,2,2,78.4,97.38,95.97,41.84,9,5,3,0,0,0,4,2
"1963, 2021.03.13, 10",1963,10,2021.03.13,180,Ainceer,kidamf,1115,1084,White,1115,White,1,22.5,65.13,76.37,62.33,55.49,8,5,0,0,2,1,7,2,66,79.38,65.66,51.06,8,1,4,2,1,0,6,2,65.13,76.37,62.33,55.49,8,5,0,0,2,1,7,2
"1964, 2021.03.13, 10",1964,10,2021.03.13,180,franvals,Ainceer,1099,1106,Black,1106,White,0,28.5,76.12,84.62,85.25,56.54,7,8,5,2,0,4,3,2,76.09,95.86,82.62,47.6,8,9,1,3,2,2,3,2,76.09,95.86,82.62,47.6,8,9,1,3,2,2,3,2
"1965, 2021.03.13, 10",1965,10,2021.03.13,180,Ainceer,Egetenmeyr,1115,1121,White,1115,White,1,51.5,76.31,80.02,61.91,86.79,17,16,2,5,3,0,9,1,85.6,92.99,80.44,83.37,20,15,5,4,3,0,4,1,76.31,80.02,61.91,86.79,17,16,2,5,3,0,9,1
"1966, 2021.03.13, 10",1966,10,2021.03.13,180,Davidmharris,Ainceer,1130,1124,Black,1124,Black,1,39,74.55,94.24,70.7,58.7,14,9,1,6,0,1,8,2,87.89,96.19,73.42,94.05,21,8,4,1,2,2,1,1,87.89,96.19,73.42,94.05,21,8,4,1,2,2,8,1
"1967, 2021.03.13, 10",1967,10,2021.03.13,180,oskarsamuelsson,Ainceer,1108,1132,Black,1132,Black,1,52,71.95,66.08,70.48,79.64,22,10,3,3,0,2,12,0,80.13,79.01,85.35,76.1,27,5,3,6,3,3,5,2,80.13,79.01,85.35,76.1,27,5,3,6,3,3,12,2
"1968, 2021.03.13, 10",1968,10,2021.03.13,180,Ainceer,ryanches12345,1141,1156,White,1141,White,1,56.5,79.47,85.39,78.64,74.37,23,16,3,3,2,3,7,2,78.21,83.81,72.53,78.28,21,16,2,4,3,3,7,1,79.47,85.39,78.64,74.37,23,16,3,3,2,3,7,2
"1969, 2021.03.13, 10",1969,10,2021.03.13,180,leblanc2323,Ainceer,1161,1133,Black,1133,White,0,19.5,61.92,95.63,51.15,35.15,6,5,0,2,0,0,7,2,67.83,99.6,64.38,34.21,8,4,1,0,0,0,6,2,67.83,99.6,64.38,34.21,8,4,1,0,0,0,7,2
"1970, 2021.03.13, 10",1970,10,2021.03.13,180,BUMBAIYA,Ainceer,1122,1125,Black,1125,White,0,12.5,73.83,96.66,73.98,45.15,3,5,1,1,0,0,3,2,79.58,98.16,90.57,50.01,5,4,0,1,0,0,2,2,79.58,98.16,90.57,50.01,5,4,0,1,0,0,3,2
"1971, 2021.03.13, 10",1971,10,2021.03.13,180,Ainceer,PooyaNex,1118,1158,White,1118,Black,0,28,71.75,97.15,41.63,73.66,14,3,0,2,1,2,6,1,81.41,85.66,84.09,74.02,9,9,3,2,2,0,3,2,71.75,97.15,41.63,73.66,14,3,0,2,1,2,6,1
"1972, 2021.03.13, 10",1972,10,2021.03.13,180,NishNash369,Ainceer,1103,1109,Black,1109,White,0,17,83.07,95.5,74.57,78.36,7,4,1,3,0,0,2,1,71.15,91.81,79.53,36.3,4,4,1,3,1,2,2,2,71.15,91.81,79.53,36.3,4,4,1,3,1,2,2,2
"1973, 2021.03.13, 10",1973,10,2021.03.13,60,Ainceer,betterthanCarlsen12,1113,1125,White,1113,White,1,32.5,55.99,87.08,23.21,57.69,12,3,2,1,2,0,13,1,58.25,77.97,37.15,59.78,10,4,3,2,0,2,11,1,55.99,87.08,23.21,57.69,12,3,2,1,2,0,13,1
"1974, 2021.03.13, 10",1974,10,2021.03.13,60,Ainceer,Eugen2301,1090,1103,White,1090,Black,0,47,64.1,76.3,57.14,58.51,16,11,1,2,2,0,15,1,52.37,56.98,38.08,62.71,8,9,3,5,3,0,19,1,64.1,76.3,57.14,58.51,16,11,1,2,2,0,15,1
"1975, 2021.03.13, 10",1975,10,2021.03.13,60,BurritoMx,Ainceer,1077,1068,Black,1068,White,0,13.5,96.79,99.09,98.99,91.17,6,7,0,1,0,0,0,2,67.66,99.78,85.62,9.54,4,4,0,0,1,0,4,2,67.66,99.78,85.62,9.54,4,4,0,0,1,0,0,2
"1976, 2021.03.13, 10",1976,10,2021.03.13,60,Ainceer,isaacdepool,1088,1066,White,1088,White,1,51.5,85.29,84.04,85.09,86.82,20,19,2,2,3,3,3,0,77.29,77.85,75.02,79,15,14,6,5,4,0,7,1,85.29,84.04,85.09,86.82,20,19,2,2,3,3,3,0
"1977, 2021.03.13, 10",1977,10,2021.03.13,60,Ainceer,SAMURAIVPIJAME,1106,1071,White,1106,White,1,32.5,60.25,76,56.77,47.99,5,10,2,2,2,2,10,2,67.85,80.91,68.7,52.54,8,7,3,3,3,2,6,2,60.25,76,56.77,47.99,5,10,2,2,2,2,10,2
"1978, 2021.03.13, 10",1978,10,2021.03.13,60,beaujob89,Ainceer,1069,1122,Black,1122,Black,1,45,63.44,66.44,73.06,50.8,14,8,5,1,1,4,12,2,70.52,73.68,72.87,65,16,10,2,4,1,3,9,2,70.52,73.68,72.87,65,16,10,2,4,1,3,12,2
"1979, 2021.03.13, 10",1979,10,2021.03.13,60,malbarr,Ainceer,1092,1138,Black,1138,Black,1,47,57.74,54.26,51.76,67.82,11,6,4,5,3,2,16,1,69.38,63.31,76.48,68.29,19,5,2,5,5,1,10,0,69.38,63.31,76.48,68.29,19,5,2,5,5,1,16,0
"1980, 2021.03.13, 10",1980,10,2021.03.13,60,Ainceer,AbsurdShadow,1123,1178,White,1123,Black,0,61,65.88,65,64.89,67.79,17,10,5,5,5,7,12,1,66.94,61.75,62.14,77.18,19,11,3,7,4,3,14,0,65.88,65,64.89,67.79,17,10,5,5,5,7,12,1
"1981, 2021.03.13, 10",1981,10,2021.03.13,60,hencker2612,Ainceer,1158,1109,Black,1109,White,0,40.5,67.37,66.67,76.47,58.31,11,9,4,4,1,1,11,2,70.78,76.43,82.29,53.18,12,11,2,4,2,0,9,2,70.78,76.43,82.29,53.18,12,11,2,4,2,0,11,2
"1982, 2021.03.13, 10",1982,10,2021.03.13,60,Ainceer,sinaf38,1126,1147,White,1126,White,1,35.5,57.83,65.76,55.79,51.95,10,6,1,3,1,2,13,2,63.28,70.45,62.95,55.83,8,7,2,4,3,2,9,2,57.83,65.76,55.79,51.95,10,6,1,3,1,2,13,2
"1983, 2021.03.13, 10",1983,10,2021.03.13,60,AntMan148,Ainceer,1159,1142,Black,1142,Black,1,16,72.11,97.9,72.87,40.4,3,7,1,0,1,1,3,2,89.44,99.49,73.02,93.81,5,6,2,2,0,0,1,1,89.44,99.49,73.02,93.81,5,6,2,2,0,0,3,1
"1984, 2021.03.13, 10",1984,10,2021.03.13,60,Ainceer,PavlosCh1993,1157,1168,White,1157,White,1,30.5,72.13,95.44,61.74,56.86,10,8,2,3,2,0,6,2,78.58,81.4,81.21,73.13,12,9,1,2,0,1,5,2,72.13,95.44,61.74,56.86,10,8,2,3,2,0,6,2
"1985, 2021.03.13, 10",1985,10,2021.03.13,60,Ainceer,checkknightbishop,1170,1137,White,1170,White,1,50.5,75.06,72.94,76.37,75.89,17,14,4,3,4,0,9,0,78.64,83.73,69.52,82.91,19,13,2,5,3,2,6,1,75.06,72.94,76.37,75.89,17,14,4,3,4,0,9,0
"1986, 2021.03.13, 10",1986,10,2021.03.13,60,viseshan,Ainceer,1139,1182,Black,1182,Black,1,29,64.48,90.06,51.11,50.92,5,8,4,3,1,0,8,2,72.15,95.25,79.96,37.81,11,7,2,1,0,2,6,2,72.15,95.25,79.96,37.81,11,7,2,1,0,2,8,2
"1987, 2021.03.13, 10",1987,10,2021.03.13,60,Ainceer,eusouoewe,1169,1159,White,1169,Black,0,38,59.96,68.01,61.54,49.54,15,3,1,3,3,0,13,2,60.28,66.34,61.39,52.51,14,3,2,4,1,3,11,2,59.96,68.01,61.54,49.54,15,3,1,3,3,0,13,2
"1988, 2021.03.13, 10",1988,10,2021.03.13,60,Ainceer,Anton_Chess_154,1182,1189,White,1182,White,1,37.5,69.02,77.69,56.85,72.81,10,13,1,2,0,3,9,1,60.16,61.34,39.67,79.38,7,11,1,2,2,2,12,1,69.02,77.69,56.85,72.81,10,13,1,2,0,3,9,1
"1989, 2021.03.14, 10",1989,10,2021.03.14,600,The_Rock_Says,Ainceer,1233,1265,Black,1265,Draw,0,37.5,80.98,89.53,69.42,84.23,15,11,2,3,1,1,5,1,86.48,98.41,69.57,90.46,15,16,0,1,1,0,4,1,86.48,98.41,69.57,90.46,15,16,0,1,1,0,5,1
"1990, 2021.03.14, 10",1990,10,2021.03.14,180,Ainceer,LucaPedrazzi,1110,1154,White,1110,Draw,0,64.5,78.14,82.69,70.96,80.88,24,20,2,2,5,4,8,1,78.15,74.11,74.48,86.05,26,14,3,5,8,2,6,0,78.14,82.69,70.96,80.88,24,20,2,2,5,4,8,1
"1991, 2021.03.14, 10",1991,10,2021.03.14,180,alexpapana,Ainceer,1057,1117,Black,1117,Black,1,19,81.03,98.55,82.62,59,6,9,0,0,1,0,3,2,73.94,98.41,68.5,50.81,7,6,1,0,0,1,4,2,73.94,98.41,68.5,50.81,7,6,1,0,0,1,3,2
"1992, 2021.03.14, 10",1992,10,2021.03.14,180,Ainceer,detchess,1125,1120,White,1125,White,1,15.5,90.71,96.41,74.59,99.98,8,3,2,2,1,0,0,1,79.99,91.09,68.87,80,5,3,1,4,1,0,1,1,90.71,96.41,74.59,99.98,8,3,2,2,1,0,0,1
"1993, 2021.03.14, 10",1993,10,2021.03.14,180,detchess,Ainceer,1128,1117,Black,1117,White,0,49.5,83.71,85.82,78.81,86.67,25,9,3,5,3,1,4,1,78.84,93.79,77.08,64.72,22,9,7,1,2,0,8,2,78.84,93.79,77.08,64.72,22,9,7,1,2,0,4,2
"1994, 2021.03.14, 10",1994,10,2021.03.14,180,Lipirov,Ainceer,1082,1108,Black,1108,White,0,59.5,80.68,92.3,76.58,73.17,26,17,5,1,0,2,9,2,72.65,94.67,63.71,58.87,21,14,3,6,1,1,13,2,72.65,94.67,63.71,58.87,21,14,3,6,1,1,9,2
"1995, 2021.03.14, 10",1995,10,2021.03.14,180,Ainceer,Laamaherra,1115,1051,White,1115,White,1,39.5,75.01,85.09,58.86,80.3,22,5,2,1,0,1,9,1,71.34,88.37,65.45,60.21,14,8,3,3,1,1,9,2,75.01,85.09,58.86,80.3,22,5,2,1,0,1,9,1
"1996, 2021.03.14, 10",1996,10,2021.03.14,180,Yanis93270,Ainceer,1119,1107,Black,1107,White,0,56.5,64.05,79.79,61.54,50.81,16,8,5,9,2,1,16,2,60.55,84.35,49.13,47.5,16,12,4,2,1,2,19,2,60.55,84.35,49.13,47.5,16,12,4,2,1,2,16,2
"1997, 2021.03.14, 10",1997,10,2021.03.14,180,manya1973,Ainceer,1117,1115,Black,1115,Black,1,38,77.95,95.57,44.99,94.57,15,11,3,0,2,0,7,1,78.47,96.33,61.35,77.66,19,8,0,3,1,1,6,1,78.47,96.33,61.35,77.66,19,8,0,3,1,1,7,1
"1998, 2021.03.14, 10",1998,10,2021.03.14,180,Ainceer,Ojas_mahalle,1107,1122,White,1107,Black,0,45,71.78,87.54,60.54,67.27,17,8,1,3,7,2,7,1,73.81,78.56,66.14,76.72,16,7,5,5,4,1,7,1,71.78,87.54,60.54,67.27,17,8,1,3,7,2,7,1
"1999, 2021.03.14, 10",1999,10,2021.03.14,180,Ainceer,laminthechessplayer,1116,1143,White,1116,White,1,39,72.68,87.8,58.9,71.34,11,9,4,6,1,1,7,1,66.71,62.71,62.84,74.58,12,10,2,1,0,2,12,0,72.68,87.8,58.9,71.34,11,9,4,6,1,1,7,1
"2000, 2021.03.14, 10",2000,10,2021.03.14,180,Ainceer,Barqi07,1124,1110,White,1124,White,1,16.5,82.84,78.94,89.09,80,7,4,0,4,0,1,1,0,72.43,80.3,95.48,39.91,3,7,1,1,0,0,4,2,82.84,78.94,89.09,80,7,4,0,4,0,1,1,0
"2001, 2021.03.14, 10",2001,10,2021.03.14,180,Ainceer,smokeygirl1414,1131,1078,White,1131,White,1,24.5,76.46,94.35,61.42,71.38,10,5,2,3,0,1,4,1,69.72,97.28,49.57,62.32,9,7,0,0,1,1,6,1,76.46,94.35,61.42,71.38,10,5,2,3,0,1,4,1
"2002, 2021.03.14, 10",2002,10,2021.03.14,180,otherguychris,Ainceer,1136,1123,Black,1123,White,0,40.5,65.45,73.65,53.97,68.97,8,9,6,4,2,3,9,1,75.04,95.86,64.26,63.39,15,7,3,3,3,3,6,2,75.04,95.86,64.26,63.39,15,7,3,3,3,3,9,2
"2003, 2021.03.14, 10",2003,10,2021.03.14,180,sean80211,Ainceer,1160,1116,Black,1116,White,0,20.5,89.54,94.33,84.07,90.23,8,7,2,3,0,1,0,1,79.97,83.94,86.73,67.44,6,7,1,2,2,0,2,2,79.97,83.94,86.73,67.44,6,7,1,2,2,0,0,2
"2004, 2021.03.15, 10",2004,10,2021.03.15,180,Ainceer,eternoaprendiz9,1106,1046,White,1106,Black,0,14,72.56,97.39,64.66,51.38,6,2,1,1,0,1,3,2,67.69,92.83,33.77,78.66,5,2,2,1,0,0,4,1,72.56,97.39,64.66,51.38,6,2,1,1,0,1,3,2
"2005, 2021.03.15, 10",2005,10,2021.03.15,180,Johanntjie,Ainceer,1190,1100,Black,1100,White,0,23.5,79.66,86.83,75.72,76.42,12,3,2,3,1,0,3,1,78.42,84.42,68.63,82.74,9,5,2,3,0,0,4,1,78.42,84.42,68.63,82.74,9,5,2,3,0,0,3,1
"2006, 2021.03.15, 10",2006,10,2021.03.15,180,francisco61,Ainceer,1140,1109,Black,1109,Black,1,63,63.64,59.12,57.84,73.97,23,13,2,1,1,2,21,1,73.24,80.98,70.36,68.37,26,11,4,5,4,0,13,2,73.24,80.98,70.36,68.37,26,11,4,5,4,0,21,2
"2007, 2021.03.16, 10",2007,10,2021.03.16,180,xDarKWarrior25x,Ainceer,1138,1101,Black,1101,White,0,32.5,81.44,60.07,94.3,89.94,15,6,2,5,1,1,3,0,76.28,76.17,74.52,78.33,13,6,1,4,3,1,4,1,76.28,76.17,74.52,78.33,13,6,1,4,3,1,3,1
"2008, 2021.03.16, 10",2008,10,2021.03.16,180,Ainceer,hamadah99,1109,1098,White,1109,White,1,19.5,53.43,84.84,38.28,34.45,6,3,0,2,0,1,8,2,49.01,70.37,35.14,37.95,5,2,1,1,0,1,9,1,53.43,84.84,38.28,34.45,6,3,0,2,0,1,8,2
"2009, 2021.03.16, 10",2009,10,2021.03.16,180,moonpicsmoon,Ainceer,1225,1103,Black,1103,White,0,26.5,71.16,87.35,68.76,57.37,14,4,0,1,0,0,8,2,61.96,67.68,69.34,47.24,9,3,2,3,0,1,8,2,61.96,67.68,69.34,47.24,9,3,2,3,0,1,8,2
"2010, 2021.03.18, 10",2010,10,2021.03.18,180,Ainceer,trippy1980,1094,1101,White,1094,Black,0,16,67.96,98.22,58.96,40.64,3,6,1,0,2,0,4,2,65.31,79.32,77.09,36.71,4,5,2,0,0,0,5,2,67.96,98.22,58.96,40.64,3,6,1,0,2,0,4,2
"2011, 2021.03.20, 10",2011,10,2021.03.20,180,Ainceer,Mipto19,1100,999,White,1100,White,1,38.5,77.04,86.65,68.12,76.36,16,9,3,2,2,0,7,1,56.28,72.03,54.02,41.67,13,5,1,1,3,1,14,2,77.04,86.65,68.12,76.36,16,9,3,2,2,0,7,1
"2012, 2021.03.20, 10",2012,10,2021.03.20,180,falcon225,Ainceer,1261,1112,Black,1112,Black,1,26,67.24,85.44,53.08,62.68,6,8,2,2,0,1,7,1,75.08,95.36,67.41,60.88,11,4,2,2,2,1,4,2,75.08,95.36,67.41,60.88,11,4,2,2,2,1,7,2
"2013, 2021.03.20, 10",2013,10,2021.03.20,180,Ainceer,alfonsito6,1121,1161,White,1121,White,1,54.5,76.42,86.02,74.2,68.5,23,9,4,6,3,2,8,2,72.8,55.99,81.62,80.78,22,12,3,3,0,3,11,0,76.42,86.02,74.2,68.5,23,9,4,6,3,2,8,2
"2014, 2021.03.20, 10",2014,10,2021.03.20,180,lachzsacza,Ainceer,1036,1111,Black,1111,White,0,24.5,82.3,94.44,87.11,63.82,7,9,2,4,0,0,3,2,64.63,99.03,80.64,14.21,7,7,0,2,0,0,8,2,64.63,99.03,80.64,14.21,7,7,0,2,0,0,3,2
"2015, 2021.03.20, 10",2015,10,2021.03.20,180,Ainceer,Jawadbaghdadi227,1105,1206,White,1105,Black,0,20.5,71.85,83.17,97.87,34.51,7,5,3,0,1,0,5,2,71.24,68.95,80.36,63.26,7,5,1,0,2,1,4,2,71.85,83.17,97.87,34.51,7,5,3,0,1,0,5,2
"2016, 2021.03.20, 10",2016,10,2021.03.20,180,Zangalewa,Ainceer,1013,1111,Black,1111,Black,1,35,63.77,63.28,63.23,64.89,9,6,3,3,2,3,9,1,55.91,60.37,34.31,74.61,10,6,1,2,1,1,14,1,55.91,60.37,34.31,74.61,10,6,1,2,1,1,9,1
"2017, 2021.03.20, 10",2017,10,2021.03.20,180,Ainceer,luigicerullo,1112,1152,White,1112,Draw,0,59,80.94,69.33,75.33,99.06,23,17,4,2,5,2,6,0,79.79,72.48,74.14,93.42,19,19,6,3,2,3,7,0,80.94,69.33,75.33,99.06,23,17,4,2,5,2,6,0
"2018, 2021.03.20, 10",2018,10,2021.03.20,180,Ainceer,sandeep12320,1120,1090,White,1120,White,1,50.5,77.2,86.82,62.68,82.1,24,7,2,8,1,0,9,1,74.34,79.94,51.23,92.92,16,12,2,7,4,1,8,1,77.2,86.82,62.68,82.1,24,7,2,8,1,0,9,1
"2019, 2021.03.20, 10",2019,10,2021.03.20,180,Carreri5,Ainceer,1049,1110,Black,1110,White,0,40.5,62.74,76.66,57.73,53.14,15,6,3,2,0,1,14,2,56.91,68.63,44.08,57.1,9,10,0,4,2,0,15,1,56.91,68.63,44.08,57.1,9,10,0,4,2,0,14,1
"2020, 2021.03.20, 10",2020,10,2021.03.20,180,Hertha69,Ainceer,1030,1100,Black,1100,White,0,63.5,78.26,88.31,61.49,84.5,25,13,6,5,8,0,7,1,74.35,88.01,53.92,81.12,25,11,5,6,4,2,10,1,74.35,88.01,53.92,81.12,25,11,5,6,4,2,7,1
"2021, 2021.03.20, 10",2021,10,2021.03.20,180,Ainceer,youbigdummy,1100,1105,White,1100,Draw,0,41,69.29,75.64,62.54,69.72,21,6,0,1,1,0,12,1,70.59,67.5,63.88,81.15,21,3,2,3,2,0,10,1,69.29,75.64,62.54,69.72,21,6,0,1,1,0,12,1
"2022, 2021.03.20, 10",2022,10,2021.03.20,180,Ainceer,Juankrymo,1108,1110,White,1108,White,1,22,82.39,98.41,87.61,58.85,7,7,1,3,2,0,2,2,68.1,80.67,57.57,64.26,7,2,4,2,2,0,5,1,82.39,98.41,87.61,58.85,7,7,1,3,2,0,2,2
"2023, 2021.03.20, 10",2023,10,2021.03.20,180,dide4,Ainceer,1027,1114,Black,1114,Black,1,42,68.42,89.73,58.31,57.21,13,8,3,2,6,2,8,2,85.65,93.56,75.07,88.32,19,11,3,3,2,2,2,1,85.65,93.56,75.07,88.32,19,11,3,3,2,2,8,1
"2024, 2021.03.20, 10",2024,10,2021.03.20,180,caiosmurf2,Ainceer,1087,1124,Black,1124,Black,1,53,73.26,64.7,70.51,85.23,17,12,2,5,7,2,8,0,78.59,80.5,65.17,90.79,22,12,2,6,3,2,6,1,78.59,80.5,65.17,90.79,22,12,2,6,3,2,8,1
"2025, 2021.03.20, 10",2025,10,2021.03.20,180,Ainceer,Laima95,1133,1146,White,1133,White,1,32.5,74.36,98.81,48.51,75.78,15,5,1,4,0,2,6,1,68.06,87.91,55.66,59.88,9,10,1,1,2,1,8,1,74.36,98.81,48.51,75.78,15,5,1,4,0,2,6,1
"2026, 2021.03.20, 10",2026,10,2021.03.20,180,boiisarentgurls,Ainceer,1189,1126,Black,1126,White,0,30.5,76.87,92.16,70.6,66.33,8,10,4,0,4,1,4,2,72.08,85.55,58.59,72.1,6,10,0,4,4,2,4,1,72.08,85.55,58.59,72.1,6,10,0,4,4,2,4,1
"2027, 2021.03.20, 10",2027,10,2021.03.20,180,Ainceer,Gueta158,1133,1069,White,1133,White,1,21.5,78.28,94.41,87.96,50.18,9,3,3,2,1,2,2,2,73.51,94.83,61.03,64.66,5,8,0,2,1,1,4,1,78.28,94.41,87.96,50.18,9,3,3,2,1,2,2,2
"2028, 2021.03.21, 10",2028,10,2021.03.21,180,Ainceer,AkkiRyu,1142,1157,White,1142,White,1,44.5,75.23,89.46,60.34,75.88,14,10,5,6,0,2,8,1,76.65,84.19,69.9,75.8,13,12,1,8,1,4,5,1,75.23,89.46,60.34,75.88,14,10,5,6,0,2,8,1
"2029, 2021.03.21, 10",2029,10,2021.03.21,180,Ainceer,SoakingVet1997,1150,1118,White,1150,White,1,57.5,68.92,73.87,73.49,59.14,26,7,3,4,2,1,15,2,71.07,65.48,74.18,73.55,27,6,1,5,4,3,11,0,68.92,73.87,73.49,59.14,26,7,3,4,2,1,15,2
"2030, 2021.03.21, 10",2030,10,2021.03.21,180,Ainceer,MMnee96,1158,1138,White,1158,White,1,46.5,66.49,80.26,67.9,50.3,17,8,2,4,1,2,13,2,60.27,64.17,65.31,51.08,13,9,1,3,3,3,14,2,66.49,80.26,67.9,50.3,17,8,2,4,1,2,13,2
"2031, 2021.03.21, 10",2031,10,2021.03.21,180,RSI220,Ainceer,1188,1167,Black,1167,Black,1,19,80.91,92.62,70.25,77.92,7,6,0,2,1,1,2,1,94.67,96.19,92.56,95.02,6,10,1,1,1,0,0,1,94.67,96.19,92.56,95.02,6,10,1,1,1,0,2,1
"2032, 2021.03.21, 10",2032,10,2021.03.21,180,dk1973,Ainceer,1165,1159,Black,1159,White,0,26.5,72.33,88.75,64.73,63.52,10,5,1,2,3,1,5,2,86.97,88.33,85.3,87.32,12,6,5,1,0,0,2,1,86.97,88.33,85.3,87.32,12,6,5,1,0,0,5,1
"2033, 2021.03.21, 10",2033,10,2021.03.21,180,Souveryruim,Ainceer,1193,1152,Black,1152,White,0,29.5,78.41,90.95,81.29,63.01,11,9,1,1,4,1,3,2,75.92,99.01,65.25,62.12,10,7,2,2,3,1,4,2,75.92,99.01,65.25,62.12,10,7,2,2,3,1,3,2
"2034, 2021.03.21, 10",2034,10,2021.03.21,180,Ainceer,hidanalucard,1160,1139,White,1160,White,1,10.5,83.17,76.4,98.46,71.81,6,3,0,0,0,0,2,2,65.44,74.2,84.4,34.82,4,2,0,0,1,0,3,2,83.17,76.4,98.46,71.81,6,3,0,0,0,0,2,2
